rank,pid_1915,pid_1924,similarity,chapter_1915,chapter_1924,section_1924,text_1915,text_1924
82,C14-S04-P02,C06-S06-P02,0.11764705882352941,C14,C06,C06-S06,第一に基督敎は神樣を全知全能のものと致しまして世界創造說を立てゝ居ります。 世界は神樣が造つたものであると、斯う舊約全書の初に說いてあるばかりでなく、ボーロの書...,第一 儒敎와 基督敎의 差異点으로 말하면
83,C14-S04-P02,C06-S06-P09,0.11764705882352941,C14,C06,C06-S06,第一に基督敎は神樣を全知全能のものと致しまして世界創造說を立てゝ居ります。 世界は神樣が造つたものであると、斯う舊約全書の初に說いてあるばかりでなく、ボーロの書...,第二 . 佛敎와 基督敎의 差異点을 들러 보면
84,C22-P15,C06-S06-P15,0.11764705882352941,C22,C06,C06-S06,宗敎の側はどうなるかと云ふと、私は斯う思ふ、基督敎といふものは、基督敎が歐米に繁昌したやうに、日本に繁昌することは出來ない。 なぜなれば歐米諸國には佛敎の如き先...,己、佛敎는 佛을 汎神敎的 宇宙普遍인 理性으로 解釋할 수 잇스나 基督敎는 어대까지든지 神을 人格者로 觀하는 것이라
85,C14-S04-P04,C06-S06-P14,0.11538461538461539,C14,C06,C06-S06,第二に人格觀念の有無が此の二敎を區別するに足るのであります。 基督敎には何處までも人格思想がありまして是れが基督敎の特色を成して居ります。 獨り人間のみならず、...,戊、佛敎는 沒我敎이나 基督敎는 主我敎이라 佛敎는 個我를 沒케 하야 大我 即 佛의 性을 實現함으로써 그 目的을 삼앗스나 基督敎는 神性과 人格을 差...
86,C02-P15,C03-S04-I05-P02,0.1111111111111111,C02,C03,C03-S04,第三には物質といふものは畢竟吾々の觀念である。 吾々の觀念でないと云ふならばどう云ふものがあるか。 つまり物質といふものは廣く概括して考へて居るのである。 吾々...,意識을 觀念하는 上 다섯 가지의 思考가 잇나니
87,C05-P28,C03-S04-I06-P08,0.1111111111111111,C05,C03,C03-S04,どうしても宇宙の全體の法則に律せられることを免れぬやうになつて居る。 さういふ譯のものでありますから個人と宇宙とは根本的に區別し得られるものでない。,第四 人이 死함과 共히 靈魂은 다시 사람性(宇宙의 靈性)에 歸하는 것
88,C06-P12,C03-S04-I05-P02,0.1111111111111111,C06,C03,C03-S04,ヘッケルは意識の起源に付て六種の理論を擧げて居ります。 即ち意識の起源に關する理論を六種に分類して居ります。 是れは餘程巧みに分類されたのでありますから、ちよつ...,意識을 觀念하는 上 다섯 가지의 思考가 잇나니
89,C06-P16,C03-S04-I05-P03,0.1111111111111111,C06,C03,C03-S04,第四、生物本位意識論（Biologische Theorie des Bewusstseins）是れは凡ての有機體に意識がある、即ち動植物を通じて意識があると云...,첫재는 사람 本位의 意識論이니 即 사람 以外의 것은 무엇이든지 意識이 업다 하는 것이며
90,C06-P16,C03-S04-I06-P08,0.1111111111111111,C06,C03,C03-S04,第四、生物本位意識論（Biologische Theorie des Bewusstseins）是れは凡ての有機體に意識がある、即ち動植物を通じて意識があると云...,第四 人이 死함과 共히 靈魂은 다시 사람性(宇宙의 靈性)에 歸하는 것
91,C06-P17,C03-S04-I05-P11,0.1111111111111111,C06,C03,C03-S04,第五、細胞本位意識論（Cellulare Theorie des Bewusstseins）是れは凡ての細胞に意識があると云ふのでありまして、なか／＼廣くなりて...,論이 茲에 至하고 보면 우리는 必然으로 原子 本位의 意識論을 公認치 안이 할 수 업나니 萬一 物質을 構成한 原子에 意識이 업다 하고 보면 物質의...
92,C06-P18,C03-S04-I05-P03,0.1111111111111111,C06,C03,C03-S04,第六、原子本位意識論（Atomistische Theorie des Bewusstseins）是れは細胞どころではない、凡ての原子に意識がある、と。 斯う云...,첫재는 사람 本位의 意識論이니 即 사람 以外의 것은 무엇이든지 意識이 업다 하는 것이며
93,C06-P18,C03-S04-I05-P11,0.1111111111111111,C06,C03,C03-S04,第六、原子本位意識論（Atomistische Theorie des Bewusstseins）是れは細胞どころではない、凡ての原子に意識がある、と。 斯う云...,論이 茲에 至하고 보면 우리는 必然으로 原子 本位의 意識論을 公認치 안이 할 수 업나니 萬一 物質을 構成한 原子에 意識이 업다 하고 보면 物質의...
94,C14-S02-P05,C06-S06-P11,0.1111111111111111,C14,C06,C06-S06,一體佛敎は無論宗敎でありますけれども、單に宗敎であるといふだけでは盡きて居らぬ。 佛敎は亦哲學であります。 哲學と宗敎と此の兩つのものがこんがらがつて出來て居り...,乙、佛敎는 理性的 方面이 多하되 基督敎는 感情的 方面이 多한 것 佛敎의 敎理는 元來 組織的 演繹的 (例如 四聖諦 八正道 其他 認識論的 哲學) 으...
95,C14-S03-P01,C06-S06-P02,0.1111111111111111,C14,C06,C06-S06,尙この佛敎と基督敎といふものを對照して見ますると、宗敎の種類が餘程違つて居ります。 どちらも宗敎は宗敎であるけれども、其の宗敎の種類が決して同じものではない。,第一 儒敎와 基督敎의 差異点으로 말하면
96,C22-P03,C06-S06-P09,0.1111111111111111,C22,C06,C06-S06,佛敎と基督敎は相互に種々の關係を持つて、相互に影響を及ぼしつゝあるのであります。 其關係の事をお話をするに付いて、先づ佛敎と基督敎との一長一短と見るべき所をお話...,第二 . 佛敎와 基督敎의 差異点을 들러 보면
97,C22-P15,C06-S06-P13,0.1111111111111111,C22,C06,C06-S06,宗敎の側はどうなるかと云ふと、私は斯う思ふ、基督敎といふものは、基督敎が歐米に繁昌したやうに、日本に繁昌することは出來ない。 なぜなれば歐米諸國には佛敎の如き先...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
98,C22-P21,C06-S06-P15,0.1111111111111111,C22,C06,C06-S06,私は亞米利加の「ユニテリアン」を硏究したことはないが、日本ではどうしても日本人の頭腦を以て基督敎であれ、佛敎であれ、總ての古來の宗敎の形體を棄てゝ、其精神を探つ...,己、佛敎는 佛을 汎神敎的 宇宙普遍인 理性으로 解釋할 수 잇스나 基督敎는 어대까지든지 神을 人格者로 觀하는 것이라
99,C23-P06,C06-S06-P09,0.1111111111111111,C23,C06,C06-S06,(三)學校で敎育して居る子弟は各種の家庭から來て居ります。 神道の家庭もあり、佛敎の家庭もあり、基督敎の家庭もあり、それから無宗敎の家庭もあります。 さうして無...,第二 . 佛敎와 基督敎의 差異点을 들러 보면
100,C01-S01-P02,C03-S03-I02-P02,0.10714285714285714,C01,C03,C03-S03,第一は哲學の何たるかを能く了解して居らぬ。 甚しきは哲學を誤解して、其誤解したる哲學に對して消極的態度を執つて居ると云ふやうなこともあります。 そこで哲學と云ふ...,第一 사람은 한울님의 創造를 바든 者가 안이오 한울님 스스로가 自己創造의 力으로써 表顯된 것임을 알어야 하리라 곳 사람은 한울님 스스로가 進化의...
101,C13-S03-P01,C06-S06-P13,0.10714285714285714,C13,C06,C06-S06,基督敎の道徳の側には餘程儒敎に似た所があります。 基督敎は固より純粹な宗敎であるけれども、倂ながら道徳の敎が澤山あります。 中には儒敎にちよつと無いやうな道徳の...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
102,C22-P21,C06-S06-P13,0.10714285714285714,C22,C06,C06-S06,私は亞米利加の「ユニテリアン」を硏究したことはないが、日本ではどうしても日本人の頭腦を以て基督敎であれ、佛敎であれ、總ての古來の宗敎の形體を棄てゝ、其精神を探つ...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
103,C26-P08,C06-S06-P13,0.10714285714285714,C26,C06,C06-S06,茲にもう一人日本神話に就いて新見解を立てゝ居らるゝのがあります。 それは加藤博士であります、加藤博士のお考は斯う云ふのであります。 世界の宗敎に二大系統がある。...,丁、儒敎는 神人敎이나 基督敎는 神政敎인 것이라 佛敎는 萬物이 皆有佛心이라하야 汎神觀的 觀念下에서 人으로 佛될 可能性이 有하다 認定하는 宗敎이나 ...
104,C26-P11,C06-S06-P12,0.10638297872340426,C26,C06,C06-S06,それから汎神敎の側には、其中に一神敎の如きものも生じて來る場合がある。 婆羅門敎、佛敎などには其れが生じて居る。 婆羅門敎では梵天といふ人格的の神樣を崇拜する。...,丙、佛敎는 無神敎로 汎神敎에 進하야 汎神敎로 更히 一神敎를 包容한 点이 잇스나 基督敎는 純粹 一神敎인 것이라 佛敎는 元來 (原始佛敎) 婆羅門敎의...
105,C02-P30,C03-S04-I02-P10,0.10526315789473684,C02,C03,C03-S04,實在論と云ふものはどう云ふのであるか。 此世界に精神と物質との二つがあつて其二つの中の一つを取つて各、根本原理として世界及び人世を解釋するのが唯物論及び唯心論で...,上圖와 가티 物質과 精神은 한가지로 實在的 原理에 依하야 나타나는 것임으로 唯心과 唯物은 同一한 原理의 實在的 存在라 할 수 잇다
106,C13-S01-P03,C06-S06-P06,0.10526315789473684,C13,C06,C06-S06,第二に、基督敎の方では世界の創造を信じて居りますけれども、儒敎にはさういふことが素より無い。 儒敎では宇宙の發展して行く處は之を說きますけれども創造は說きませぬ...,丁、基督敎는 基督 復活의 理를 說하야 一般 信者가 한가지로 來世의 復活을 信하나 儒敎는 不然한 것
107,C13-S03-P01,C06-S06-P06,0.10526315789473684,C13,C06,C06-S06,基督敎の道徳の側には餘程儒敎に似た所があります。 基督敎は固より純粹な宗敎であるけれども、倂ながら道徳の敎が澤山あります。 中には儒敎にちよつと無いやうな道徳の...,丁、基督敎는 基督 復活의 理를 說하야 一般 信者가 한가지로 來世의 復活을 信하나 儒敎는 不然한 것
108,C14-S03-P01,C06-S06-P10,0.10526315789473684,C14,C06,C06-S06,尙この佛敎と基督敎といふものを對照して見ますると、宗敎の種類が餘程違つて居ります。 どちらも宗敎は宗敎であるけれども、其の宗敎の種類が決して同じものではない。,甲、佛敎는 靜的 氣分을 가젓스나 基督敎는 動的의 氣分이 잇는 것이니 말하자면 佛敎는 不變不動하는 泰山喬嶽과 如하야 深靜幽遠한 態가 有하나니 그는...
109,C14-S04-P03,C06-S06-P22,0.10526315789473684,C14,C06,C06-S06,如何に佛敎と基督敎を調和しやうとしても、歷史的には到底調和することの出來ないのは、此顯著なる差異點であります。,第四「禍福」은 사람의 自業自得의 因果律로 信하는 것 그러타 하야 佛敎와 가티 單一我의 自業自得으로 된다 함이 안이오 人類 全體의 全 生活 如何의...
110,C23-P05,C06-S06-P09,0.10526315789473684,C23,C06,C06-S06,(二)宗敎を學校の中に入れると云ふことが非常に困難であります。 宗敎と申しまするのは特殊の宗敎即ち歷史的宗敎のことであります。 佛敎や基督敎などは皆歷史的宗敎で...,第二 . 佛敎와 基督敎의 差異点을 들러 보면
